,attributes,credits,crn,levels,meeting_days,meeting_instructors,meeting_place,meeting_sched_type,meeting_time,meeting_type,number,section,subject,title
14117,LA Social Ethics|Lower Division|S General Education|GTC-Written Communication|GTC-Information Literacy|UC-Written Communication|UC-Information Literacy,0.000,23374,Graduate|Professional|Undergraduate,F,David L Harmon,Beering Hall of Lib Arts & Ed B268,Recitation,2:30 pm - 3:20 pm,Class,PHIL 26000,010,PHIL,Philosophy And Law
14118,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,3.000,25263,Graduate|Professional|Undergraduate,MWF,Mark H Bernstein,Stanley Coulter Hall 239,Lecture,12:30 pm - 1:20 pm,Class,PHIL 28000,001,PHIL,Ethics And Animals
14119,Lower Division|S General Education|GTC-Humanistic-Artistic|UC-Humanities,3.000,15859,Graduate|Professional|Undergraduate,,Matthew A Fritz,,Distance Learning,,Class,PHIL 29000,001,PHIL,Environmental Ethics
14120,S General Education|GTC-Humanistic-Artistic|UC-Humanities|Upper Division,3.000,25264,Graduate|Professional|Undergraduate,TR,Daniel H Frank,Beering Hall of Lib Arts & Ed 1268,Lecture,10:30 am - 11:45 am,Class,PHIL 30100,001,PHIL,History Of Ancient Philosophy
14121,S General Education|GTC-Humanistic-Artistic|UC-Humanities|Upper Division,3.000,14679,Graduate|Professional|Undergraduate,MWF,Can Laurens Loewe,Beering Hall of Lib Arts & Ed 1268,Lecture,12:30 pm - 1:20 pm,Class,PHIL 30200,001,PHIL,History Of Medieval Philosophy
14122,S General Education|GTC-Humanistic-Artistic|UC-Humanities|Upper Division,3.000,25267,Graduate|Professional|Undergraduate,TR,Michael L Jacovides,Beering Hall of Lib Arts & Ed 1230,Lecture,3:00 pm - 4:15 pm,Class,PHIL 30300,001,PHIL,History Of Modern Philosophy
14123,Upper Division,3.000,15866,Graduate|Professional|Undergraduate,TR,Daniel W Smith,Beering Hall of Lib Arts & Ed 1230,Lecture,12:00 pm - 1:15 pm,Class,PHIL 32200,001,PHIL,Philosophy Of Technology
14124,Upper Division,3.000,15926,Graduate|Professional|Undergraduate,TR,Paul R Draper,Beering Hall of Lib Arts & Ed 1230,Lecture,1:30 pm - 2:45 pm,Class,PHIL 35000,001,PHIL,Philosophy And Probability
14125,S General Education|Upper Division,3.000,15928,Graduate|Professional|Undergraduate,TR,Michael Abram Bergmann,Beering Hall of Lib Arts & Ed 1230,Lecture,10:30 am - 11:45 am,Class,PHIL 43200,001,PHIL,Theory Of Knowledge
14126,S General Education|Upper Division|Variable Title,3.000,24894,Graduate|Professional|Undergraduate,,Can Laurens Loewe,,Individual Study,,Class,PHIL 49000,001,PHIL,History Of Medieval Philosophy
14127,S General Education|Upper Division,3.000,15927,Graduate|Professional|Undergraduate,TR,William L Mcbride,Beering Hall of Lib Arts & Ed 1248,Lecture,9:00 am - 10:15 am,Class,PHIL 54000,001,PHIL,Studies In Social And Political Philosophy
14128,Upper Division,3.000,21423,Graduate|Professional|Undergraduate,M,Dana Tulodziecki,Beering Hall of Lib Arts & Ed 1248,Lecture,11:30 am - 2:20 pm,Class,PHIL 55300,001,PHIL,Mathematical Logic
14129,S General Education|Upper Division|Variable Title,3.000,15929,Graduate|Professional|Undergraduate,M,Michael L Jacovides,Beering Hall of Lib Arts & Ed 1248,Lecture,2:30 pm - 5:20 pm,Class,PHIL 58000,001,PHIL,Laws/Causes
14130,Upper Division|Variable Title,1.000,25286,Graduate|Professional|Undergraduate,,Jan A Cover,,Individual Study,,Class,PHIL 59000,001,PHIL,Directed Reading In Philosophy
14131,Upper Division|Variable Title,1.000,25287,Graduate|Professional|Undergraduate,,William L Mcbride,,Individual Study,,Class,PHIL 59000,002,PHIL,Directed Reading In Philosophy
14132,Upper Division|Variable Title,1.000,25288,Graduate|Professional|Undergraduate,,Leonard Harris,,Individual Study,,Class,PHIL 59000,003,PHIL,Directed Reading In Philosophy
14133,Upper Division|Variable Title,1.000,25289,Graduate|Professional|Undergraduate,,Thomas W Ryba,,Individual Study,,Class,PHIL 59000,004,PHIL,Directed Reading In Philosophy
14134,Upper Division|Variable Title,1.000,25290,Graduate|Professional|Undergraduate,,Jeffrey E Brower,,Individual Study,,Class,PHIL 59000,005,PHIL,Directed Reading In Philosophy
14135,Upper Division|Variable Title,1.000,25291,Graduate|Professional|Undergraduate,,Daniel R Kelly,,Individual Study,,Class,PHIL 59000,006,PHIL,Directed Reading In Philosophy
14136,Upper Division|Variable Title,1.000,35152,Graduate|Professional|Undergraduate,,Mark H Bernstein,,Individual Study,,Class,PHIL 59000,020,PHIL,Directed Reading In Philosophy
14137,Upper Division|Variable Title,1.000,49252,Graduate|Professional|Undergraduate,,Christopher L Yeomans,,Individual Study,,Class,PHIL 59000,022,PHIL,Directed Reading In Philosophy
14138,Upper Division|Variable Title,1.000,55766,Graduate|Professional|Undergraduate,,Daniel W Smith,,Individual Study,,Class,PHIL 59000,026,PHIL,Directed Reading In Philosophy
14139,Upper Division|Variable Title,1.000,18131,Graduate|Professional|Undergraduate,,Michael L Jacovides,,Individual Study,,Class,PHIL 59000,029,PHIL,Directed Reading In Philosophy
14140,Upper Division|Variable Title,3.000,23612,Graduate|Professional|Undergraduate,,William L Mcbride,,Individual Study,,Class,PHIL 59000,033,PHIL,Readings In Beauvoir
14141,Upper Division|Variable Title,3.000,21847,Graduate|Professional|Undergraduate,,Thomas W Ryba,,Individual Study,,Class,PHIL 59000,034,PHIL,Philo Of The Church Fathers
14142,Upper Division|Variable Title,1.000,23805,Graduate|Professional|Undergraduate,,James Andrew Mollison,,Individual Study,,Class,PHIL 59000,035,PHIL,Nietzsche Critique Of Morality
14143,Upper Division|Variable Title,3.000,23896,Graduate|Professional|Undergraduate,,Paul R Draper,,Individual Study,,Class,PHIL 59000,036,PHIL,Confirmation Theory
14144,Upper Division|Variable Title,1.000,23928,Graduate|Professional|Undergraduate,,Daniel H Frank,,Individual Study,,Class,PHIL 59000,037,PHIL,Greek Phil Text & Translation
14145,Upper Division|Variable Title,3.000,24109,Graduate|Professional|Undergraduate,,Can Laurens Loewe,,Individual Study,,Class,PHIL 59000,038,PHIL,History Of Medieval Philosophy
14146,Upper Division|Variable Title,3.000,24170,Graduate|Professional|Undergraduate,,Christopher L Yeomans,,Individual Study,,Class,PHIL 59000,039,PHIL,Economic Metaphysics Project
14147,Upper Division|Variable Title,3.000,24377,Graduate|Professional|Undergraduate,,Daniel W Smith,,Individual Study,,Class,PHIL 59000,040,PHIL,Philosophy Of Technology
14148,Upper Division|Variable Title,3.000,24438,Graduate|Professional|Undergraduate,,William L Mcbride,,Individual Study,,Class,PHIL 59000,041,PHIL,Study Of Simone De Beauvoir
14149,Upper Division|Variable Title,3.000,24778,Graduate|Professional|Undergraduate,,Michael L Jacovides,,Individual Study,,Class,PHIL 59000,042,PHIL,Laws & Causes
14150,,3.000,15931,Graduate|Professional|Undergraduate,W,Rodney J Bertolet,Beering Hall of Lib Arts & Ed 1248,Lecture,2:30 pm - 5:20 pm,Class,PHIL 66500,001,PHIL,Philosophy Of Language
14151,,3.000,15932,Graduate|Professional|Undergraduate,W,Jan A Cover,Beering Hall of Lib Arts & Ed 1248,Lecture,11:30 am - 2:20 pm,Class,PHIL 68300,001,PHIL,Studies In Continental Rationalism
14152,,1.000,25295,Graduate|Professional|Undergraduate,,Daniel H Frank,,Research,,Class,PHIL 69800,001,PHIL,Research MA Thesis
14153,,1.000,16829,Graduate|Professional|Undergraduate,,Paul R Draper,,Research,,Class,PHIL 69800,002,PHIL,Research MA Thesis
14154,,1.000,17686,Graduate|Professional|Undergraduate,,Daniel R Kelly,,Research,,Class,PHIL 69800,003,PHIL,Research MA Thesis
14155,,1.000,24126,Graduate|Professional|Undergraduate,,Daniel W Smith,,Research,,Class,PHIL 69800,004,PHIL,Research MA Thesis
14156,,1.000,25296,Graduate|Professional|Undergraduate,,Michael Abram Bergmann,,Research,,Class,PHIL 69900,001,PHIL,Research PhD Thesis
14157,,1.000,25297,Graduate|Professional|Undergraduate,,Rodney J Bertolet,,Research,,Class,PHIL 69900,002,PHIL,Research PhD Thesis
14158,,1.000,25298,Graduate|Professional|Undergraduate,,Martin V Curd,,Research,,Class,PHIL 69900,003,PHIL,Research PhD Thesis
14159,,1.000,25299,Graduate|Professional|Undergraduate,,Jan A Cover,,Research,,Class,PHIL 69900,004,PHIL,Research PhD Thesis
14160,,1.000,25300,Graduate|Professional|Undergraduate,,Patricia K Curd,,Research,,Class,PHIL 69900,005,PHIL,Research PhD Thesis
14161,,1.000,25301,Graduate|Professional|Undergraduate,,William L Mcbride,,Research,,Class,PHIL 69900,006,PHIL,Research PhD Thesis
14162,,1.000,25304,Graduate|Professional|Undergraduate,,Jacqueline Marina,,Research,,Class,PHIL 69900,009,PHIL,Research PhD Thesis
14163,,1.000,25305,Graduate|Professional|Undergraduate,,Patrick Paul Kain,,Research,,Class,PHIL 69900,010,PHIL,Research PhD Thesis
14164,,1.000,25306,Graduate|Professional|Undergraduate,,Jeffrey E Brower,,Research,,Class,PHIL 69900,011,PHIL,Research PhD Thesis
14165,,1.000,25307,Graduate|Professional|Undergraduate,,Michael L Jacovides,,Research,,Class,PHIL 69900,012,PHIL,Research PhD Thesis
14166,,1.000,25308,Graduate|Professional|Undergraduate,,Daniel W Smith,,Research,,Class,PHIL 69900,013,PHIL,Research PhD Thesis
14167,,1.000,25309,Graduate|Professional|Undergraduate,,Mark H Bernstein,,Research,,Class,PHIL 69900,014,PHIL,Research PhD Thesis
14168,,1.000,25310,Graduate|Professional|Undergraduate,,Daniel H Frank,,Research,,Class,PHIL 69900,015,PHIL,Research PhD Thesis
14169,,1.000,25311,Graduate|Professional|Undergraduate,,Paul R Draper,,Research,,Class,PHIL 69900,016,PHIL,Research PhD Thesis
14170,,1.000,56061,Graduate|Professional|Undergraduate,,Leonard Harris,,Research,,Class,PHIL 69900,021,PHIL,Research PhD Thesis
14171,,1.000,56157,Graduate|Professional|Undergraduate,,Christopher L Yeomans,,Research,,Class,PHIL 69900,022,PHIL,Research PhD Thesis
14172,,1.000,60447,Graduate|Professional|Undergraduate,,Daniel R Kelly,,Research,,Class,PHIL 69900,024,PHIL,Research PhD Thesis
14173,,1.000,66057,Graduate|Professional|Undergraduate,,Patricia K Curd,,Research,,Class,PHIL 69900,025,PHIL,Research PhD Thesis
14174,,1.000,66368,Graduate|Professional|Undergraduate,,William L Mcbride,,Research,,Class,PHIL 69900,026,PHIL,Research PhD Thesis
14175,,1.000,23792,Graduate|Professional|Undergraduate,,Dana Tulodziecki,,Research,,Class,PHIL 69900,027,PHIL,Research PhD Thesis
14176,Upper Division,1.000,25318,Graduate|Professional|Undergraduate,F,Steven Alan Scott|Edward Nicholas Battjes|Off Campus Instructor,Robert Heine Pharmacy Building 162,Lecture,11:30 am - 12:20 pm,Class,PHPR 45000,001,PHPR,Introduction To Institutional Pharmacy Practice
14177,Upper Division,0.000,63035,Graduate|Professional|Undergraduate,,Steven Alan Scott,,Distance Learning,,Class,PHPR 45000,002,PHPR,Introduction To Institutional Pharmacy Practice
14178,Upper Division,1.000,38070,Graduate|Professional|Undergraduate,M,Alan Paul Farkas,Robert Heine Pharmacy Building 162,Lecture,1:30 pm - 2:20 pm,Class,PHPR 45500,001,PHPR,Medicare In Pharmacy Practice
14179,Upper Division,0.000,52448,Graduate|Professional|Undergraduate,,Alan Paul Farkas,,Experiential,,Class,PHPR 45500,002,PHPR,Medicare In Pharmacy Practice
14180,Upper Division,1.000,69902,Graduate|Professional|Undergraduate,MWF,Gail Denise Newton,Wilmeth Active Learning Center 3154,Lecture,11:30 am - 12:20 pm,Class,PHPR 48000,001,PHPR,Self-Care Pharmacy Practice I
14181,Upper Division,0.000,69903,Graduate|Professional|Undergraduate,,Gail Denise Newton,,Distance Learning,,Class,PHPR 48000,002,PHPR,Self-Care Pharmacy Practice I
14182,Upper Division,1.000,69900,Graduate|Professional|Undergraduate,MWF,Gail Denise Newton,Wilmeth Active Learning Center 3154,Lecture,12:30 pm - 1:20 pm,Class,PHPR 48300,001,PHPR,Self-Care Pharmacy Practice III
14183,Upper Division,0.000,69901,Graduate|Professional|Undergraduate,,Gail Denise Newton,,Distance Learning,,Class,PHPR 48300,002,PHPR,Self-Care Pharmacy Practice III
14184,Upper Division,1.000,69906,Graduate|Professional|Undergraduate,F,Cynthia P Koh-Knox Sharp,Wilmeth Active Learning Center 2007,Lecture,1:00 pm - 2:05 pm,Class,PHPR 48600,001,PHPR,Beyond Ecstasy
14185,Upper Division|Variable Title,0.000,25335,Graduate|Professional|Undergraduate,,Kimberly S Plake,,Individual Study,,Class,PHPR 49000,002,PHPR,Special Topics
14186,Upper Division|Variable Title,0.000,25336,Graduate|Professional|Undergraduate,,Patricia Lynne Darbishire,,Individual Study,,Class,PHPR 49000,003,PHPR,Special Topics
14187,Upper Division|Variable Title,0.000,49017,Graduate|Professional|Undergraduate,,Jane Evaro Krause,,Individual Study,,Class,PHPR 49000,006,PHPR,Pharm Pract Teach Exp
14188,Upper Division|Variable Title,2.000,54201,Graduate|Professional|Undergraduate,,Holly L Mason,,Individual Study,,Class,PHPR 49000,009,PHPR,Phar Orientation Tchg Exper
14189,Upper Division|Variable Title,0.000,56483,Graduate|Professional|Undergraduate,,Patricia Lynne Darbishire,,Individual Study,,Class,PHPR 49000,010,PHPR,Ippe Community Assessment
14190,Upper Division|Variable Title,0.000,56487,Graduate|Professional|Undergraduate,,Patricia Lynne Darbishire,,Individual Study,,Class,PHPR 49000,011,PHPR,PHPR Research Project
14191,Upper Division|Variable Title,1.000,11146,Graduate|Professional|Undergraduate,,Steven Alan Scott,,Individual Study,,Class,PHPR 49000,014,PHPR,Peer Leadership
14192,Upper Division|Variable Title,2.000,22159,Graduate|Professional|Undergraduate,,Sandro Matosevic,,Individual Study,,Class,PHPR 49000,015,PHPR,Pharmaceutical Immunotherapy
14193,Upper Division|Variable Title,1.000,65898,Graduate|Professional|Undergraduate,,Cynthia P Koh-Knox Sharp,,Individual Study,,Class,PHPR 59000,003,PHPR,Special Topics In Pharmacy Practice
14194,Upper Division,1.000,15402,Graduate|Professional|Undergraduate,,Kimberly S Plake,,Individual Study,,Class,PHPR 59800,001,PHPR,Introduction To Research
14195,Upper Division,1.000,15433,Graduate|Professional|Undergraduate,,Kyle Emerson Hultgren,,Individual Study,,Class,PHPR 59800,002,PHPR,Introduction To Research
14196,,1.000,26859,Graduate|Professional|Undergraduate,,Joseph Thomas,,Research,,Class,PHPR 69800,001,PHPR,Research MS Thesis
14197,,1.000,26860,Graduate|Professional|Undergraduate,,Kimberly S Plake,,Research,,Class,PHPR 69800,002,PHPR,Research MS Thesis
14198,,1.000,26861,Graduate|Professional|Undergraduate,,David R Foster,,Research,,Class,PHPR 69800,003,PHPR,Research MS Thesis
14199,,1.000,34627,Graduate|Professional|Undergraduate,,Brian R Overholser,,Research,,Class,PHPR 69800,004,PHPR,Research MS Thesis
14200,,1.000,40013,Graduate|Professional|Undergraduate,,James E Tisdale,,Research,,Class,PHPR 69800,008,PHPR,Research MS Thesis
14201,,1.000,48118,Graduate|Professional|Undergraduate,,Alan John Zillich,,Research,,Class,PHPR 69800,009,PHPR,Research MS Thesis
14202,,1.000,54161,Graduate|Professional|Undergraduate,,Karen S Hudmon,,Research,,Class,PHPR 69800,010,PHPR,Research MS Thesis
14203,,1.000,54913,Graduate|Professional|Undergraduate,,Matthew M Murawski,,Research,,Class,PHPR 69800,011,PHPR,Research MS Thesis
14204,,1.000,59451,Graduate|Professional|Undergraduate,,Margie E Snyder,,Research,,Class,PHPR 69800,012,PHPR,Research MS Thesis
14205,,1.000,26862,Graduate|Professional|Undergraduate,,Joseph Thomas,,Research,,Class,PHPR 69900,001,PHPR,Research PhD Thesis
14206,,1.000,26863,Graduate|Professional|Undergraduate,,Kimberly S Plake,,Research,,Class,PHPR 69900,002,PHPR,Research PhD Thesis
14207,,1.000,26864,Graduate|Professional|Undergraduate,,David R Foster,,Research,,Class,PHPR 69900,003,PHPR,Research PhD Thesis
14208,,1.000,26865,Graduate|Professional|Undergraduate,,Kevin M Sowinski,,Research,,Class,PHPR 69900,004,PHPR,Research PhD Thesis
14209,,1.000,48117,Graduate|Professional|Undergraduate,,Matthew M Murawski,,Research,,Class,PHPR 69900,005,PHPR,Research PhD Thesis
14210,,1.000,48786,Graduate|Professional|Undergraduate,,Alan John Zillich,,Research,,Class,PHPR 69900,006,PHPR,Research PhD Thesis
14211,,1.000,49539,Graduate|Professional|Undergraduate,,Brian R Overholser,,Research,,Class,PHPR 69900,007,PHPR,Research PhD Thesis
14212,,1.000,54160,Graduate|Professional|Undergraduate,,Michael B Kays,,Research,,Class,PHPR 69900,008,PHPR,Research PhD Thesis
14213,,1.000,59853,Graduate|Professional|Undergraduate,,James E Tisdale,,Research,,Class,PHPR 69900,009,PHPR,Research PhD Thesis
14214,,1.000,19071,Graduate|Professional|Undergraduate,,Michael D Murray,,Research,,Class,PHPR 69900,010,PHPR,Research PhD Thesis
14215,,1.000,19824,Graduate|Professional|Undergraduate,,Karen S Hudmon,,Research,,Class,PHPR 69900,011,PHPR,Research PhD Thesis
14216,,1.000,22635,Graduate|Professional|Undergraduate,,Noll L Campbell,,Research,,Class,PHPR 69900,012,PHPR,Research PhD Thesis
14217,,1.000,22712,Graduate|Professional|Undergraduate,,Robert Stratford Jr,,Research,,Class,PHPR 69900,013,PHPR,Research PhD Thesis
14218,Lower Division,1.000,56205,Graduate|Professional|Undergraduate,W,Jane Evaro Krause|Steven Richard Abel|Jennifer Carol Dexter|Chiwook Park|Brenda J Schroeder,Wetherill Lab of Chemistry 200,Lecture,2:30 pm - 3:20 pm,Class,PHRM 10000,001,PHRM,Pre-Doctor Of Pharmacy Orientation I
14219,Lower Division,1.000,50863,Graduate|Professional|Undergraduate,R,Holly L Mason|Patricia Lynne Darbishire|Jennifer Carol Dexter|T Patrick George|Off Campus Instructor|Holly Witherspoon Keckler|Matthew M Murawski|Storie Preo Pedley|Brenda J Schroeder|Steven W Yeagley,Matthews Hall 210,Lecture,9:30 am - 10:20 am,Class,PHRM 20000,001,PHRM,Pre-Doctor Of Pharmacy Orientation II
14220,Upper Division,1.000,24387,Graduate|Professional|Undergraduate,M,Jasmine D Gonzalvo|Edward Nicholas Battjes|Raja A Hanania|Off Campus Instructor|Deanna Sue Kania|Nicole L Olenik,Wilmeth Active Learning Center 3154,Lecture,12:00 pm - 1:15 pm,Class,PHRM 45600,001,PHRM,Pharmaceutical Care Of Diabetes
14221,Upper Division,3.000,61639,Graduate|Professional|Undergraduate,TR,Vincent Jo Davisson|Douglas J Lacount|Carol B Post|Craig K Svensson,Wilmeth Active Learning Center B093,Lecture,12:00 pm - 1:15 pm,Class,PHRM 46000,001,PHRM,Drug Discovery And Development I
14222,Upper Division,1.000,20789,Graduate|Professional|Undergraduate,TR,Off Campus Instructor|Jennifer E Bell|Brooke S Crawford|Tyler Fenton|Patrick J Kiel|Monica R Macik|Kellie Jones Weddle,Wilmeth Active Learning Center 3090,Lecture,8:30 am - 10:45 am,Class,PHRM 46600,011,PHRM,Pharmaceutical Care In Oncology
14223,Upper Division,2.000,20746,Graduate|Professional|Undergraduate,TR,Monica L Miller,Nelson Hall of Food Science 1195,Lecture,1:30 pm - 4:20 pm,Class,PHRM 46800,001,PHRM,Clinical Integration And Application Case Studies
14224,Upper Division,0.000,20643,Graduate|Professional|Undergraduate,,Monica L Miller,,Distance Learning,,Class,PHRM 46800,002,PHRM,Clinical Integration And Application Case Studies
14225,Upper Division|Variable Title,1.000,59825,Graduate|Professional|Undergraduate,,Susan R Holladay|Missy L Mobley,,Individual Study,,Class,PHRM 49000,001,PHRM,Prof Prog Lab Teaching Exp
